date,mmsi,lat,lon,fishing_hours
2018-04-30,247149190,36.8,14.4,0.0
2018-04-30,247300580,36.6,15.1,0.0
2018-04-30,247300580,36.6,15.0,0.0
2018-04-30,247300760,36.6,14.8,2.5136
2018-04-30,247300760,36.6,14.9,0.0
2018-04-30,247300760,36.6,14.6,0.108
2018-04-30,247300760,36.6,14.7,2.2361
2018-04-30,247300760,36.6,15.0,0.0
2018-04-30,247300760,36.6,15.1,0.0
2018-04-30,247300930,36.6,15.1,0.0
2018-04-30,247300930,36.6,15.3,0.2805
2018-04-30,247300930,36.6,15.2,2.4533
2018-04-30,247301080,36.6,15.1,0.0
2018-04-30,247304980,36.6,15.1,0.0
2018-04-30,247305470,36.6,15.1,0.0
2018-04-30,247305470,36.6,14.9,0.0
2018-04-30,247305470,36.6,14.7,3.3586
2018-04-30,247305470,36.6,14.8,0.0
2018-04-30,247305470,36.6,15.0,0.0
2018-04-30,247309060,36.6,14.4,0.0
2018-04-30,247309060,36.6,14.5,0.0
2018-04-30,247309060,36.6,14.3,1.7166
2018-04-30,247142580,35.1,14.4,1.828
2018-04-30,247142580,35.1,14.3,2.3763
2018-04-30,247142580,35.1,14.5,2.4911
2018-04-30,247302520,35.1,12.9,1.57
2018-04-30,247302520,35.1,12.8,2.713
2018-04-30,226247000,37.1,11.0,0.0
2018-04-30,226247000,37.1,10.9,0.0
2018-04-30,226247000,37.1,10.3,0.0
2018-04-30,226247000,37.1,10.7,0.0
2018-04-30,226247000,37.1,10.6,0.0
2018-04-30,226247000,37.1,10.2,4.5005
2018-04-30,226247000,37.1,10.8,0.0
2018-04-30,247100440,37.1,12.3,2.175
2018-04-30,247132020,37.1,13.6,0.3888
2018-04-30,247141070,37.1,15.2,0.0
2018-04-30,247143660,37.1,12.7,1.0002
2018-04-30,247143660,37.1,12.6,4.6641
2018-04-30,247144110,37.1,11.9,4.5297
2018-04-30,247144110,37.1,11.6,2.1605
2018-04-30,247144110,37.1,11.7,0.3363
2018-04-30,247144110,37.1,11.8,2.8666
2018-04-30,247145630,37.1,13.6,0.0
2018-04-30,247146910,37.1,12.6,0.0
2018-04-30,247155040,37.1,15.3,0.0
2018-04-30,247146140,35.6,13.4,0.0
2018-04-30,247147230,35.6,13.4,0.0
2018-04-30,247140740,37.6,15.2,0.0
2018-04-30,247141730,37.6,12.5,0.0
2018-04-30,247142450,37.6,12.5,0.0
2018-04-30,247142780,37.6,12.5,0.0
2018-04-30,247143580,37.6,12.5,0.0
2018-04-30,247143640,37.6,12.5,0.0
2018-04-30,247143660,37.6,12.5,0.0
2018-04-30,247144150,37.6,12.5,0.0
2018-04-30,247144230,37.6,12.5,0.0
2018-04-30,247145020,37.6,11.8,0.0
2018-04-30,247145060,37.6,12.5,0.0
2018-04-30,247146120,37.6,12.4,0.0
2018-04-30,247146120,37.6,12.5,0.0
2018-04-30,247146910,37.6,12.4,0.0
2018-04-30,247146950,37.6,12.5,0.0
2018-04-30,247146950,37.6,12.4,0.0
2018-04-30,247147280,37.6,12.5,0.0
2018-04-30,247148110,37.6,12.5,0.0
2018-04-30,247150410,37.6,12.5,0.0
2018-04-30,247151690,37.6,12.4,0.0
2018-04-30,247151690,37.6,11.3,0.0
2018-04-30,247151690,37.6,11.8,0.0
2018-04-30,247151690,37.6,12.0,0.0
2018-04-30,247151690,37.6,11.5,0.0
2018-04-30,247151690,37.6,11.9,0.0
2018-04-30,247151690,37.6,11.1,0.0
2018-04-30,247151690,37.6,12.5,0.0
2018-04-30,247151690,37.6,12.1,0.0
2018-04-30,247151690,37.6,12.3,0.0
2018-04-30,247151690,37.6,12.2,0.0
2018-04-30,247151690,37.6,10.5,0.0
2018-04-30,247151690,37.6,11.4,0.0
2018-04-30,247151690,37.6,11.2,0.0
2018-04-30,247151690,37.6,11.6,0.0
2018-04-30,247151690,37.6,11.7,0.0
