date,mmsi,lat,lon,fishing_hours
2020-07-31,247149490,37.4,12.7,4.3297
2020-07-31,247145570,36.3,13.0,3.8116
2020-07-31,642914000,36.8,12.4,4.2502
2020-07-31,642914000,36.8,12.3,5.6513
2020-07-31,642973000,35.8,14.4,0.0
2020-07-31,642914000,36.7,12.5,5.1002
2020-07-31,642914000,36.7,12.4,1.1002
2020-07-31,247149490,37.4,12.6,3.1316
2020-07-31,247149490,37.4,12.4,0.6611
2020-07-31,247149490,37.4,12.8,0.275
2020-07-31,247308540,37.6,11.7,2.7141
2020-07-31,247147410,37.6,12.1,0.0
2020-07-31,247147410,37.6,12.0,0.4552
2020-07-31,247147370,37.6,12.5,0.0
2020-07-31,247147290,37.6,12.5,0.0
2020-07-31,247149490,37.4,12.9,0.0
2020-07-31,247149410,37.4,12.8,0.0833
2020-07-31,247149410,37.4,12.7,2.8658
2020-07-31,247149410,37.4,13.0,0.0
2020-07-31,247149330,37.4,12.8,0.0
2020-07-31,247149330,37.4,13.1,0.0
2020-07-31,247149330,37.4,13.0,0.0
2020-07-31,247149330,37.4,12.9,0.0
2020-07-31,247149330,37.4,12.7,0.8055
2020-07-31,247149150,37.4,13.0,0.0
2020-07-31,247148370,37.4,13.0,0.0
2020-07-31,247148370,37.4,12.9,0.0
2020-07-31,247147080,37.4,12.7,0.0
2020-07-31,247147080,37.4,12.8,0.0
2020-07-31,247146060,37.4,12.6,0.6847
2020-07-31,247146060,37.4,12.8,0.0
2020-07-31,247146060,37.4,12.5,1.428
2020-07-31,247146060,37.4,12.9,0.0
2020-07-31,247146060,37.4,12.7,0.0
2020-07-31,247146060,37.4,12.4,2.7472
2020-07-31,247145930,37.4,15.0,0.0
2020-07-31,247145460,37.4,13.0,0.0
2020-07-31,247145230,37.4,13.0,0.0
2020-07-31,247145230,37.4,12.8,0.3333
2020-07-31,247144910,37.4,13.1,0.0
2020-07-31,247144910,37.4,12.7,0.0
2020-07-31,247144910,37.4,12.8,0.6255
2020-07-31,247144910,37.4,12.9,0.2744
2020-07-31,247144870,37.4,15.0,0.0
2020-07-31,247144870,37.4,15.1,0.0
2020-07-31,247144870,37.4,15.2,0.0
2020-07-31,247144750,37.4,15.0,0.0
2020-07-31,247144750,37.4,15.1,0.5775
2020-07-31,247144640,37.4,12.9,0.0
2020-07-31,247144640,37.4,12.6,0.95
2020-07-31,247144640,37.4,12.5,1.1163
2020-07-31,247144640,37.4,12.8,0.0
2020-07-31,247144640,37.4,13.0,0.0
2020-07-31,247144390,37.4,13.0,0.0
2020-07-31,247144390,37.4,12.9,0.0
2020-07-31,247144090,37.4,15.0,0.0
2020-07-31,247144090,37.4,15.1,0.0
2020-07-31,247143860,37.4,12.5,0.0
2020-07-31,247143440,37.4,11.2,2.1138
2020-07-31,247143440,37.4,11.1,0.7638
2020-07-31,247143440,37.4,11.0,0.6155
2020-07-31,247143440,37.4,10.9,1.055
2020-07-31,247143320,37.4,13.0,0.0
2020-07-31,247142340,37.4,13.0,0.0
2020-07-31,247142320,37.4,11.9,1.7027
2020-07-31,247142320,37.4,12.0,1.0458
2020-07-31,247141350,37.4,13.0,0.0
2020-07-31,247141350,37.4,12.9,0.0
2020-07-31,247141280,37.4,12.4,1.4341
2020-07-31,247141280,37.4,12.6,3.6669
2020-07-31,247141280,37.4,12.5,2.2602
2020-07-31,247141280,37.4,12.7,1.7602
2020-07-31,247141140,37.4,12.7,1.3833
2020-07-31,247141140,37.4,12.9,0.0
2020-07-31,247141140,37.4,12.6,3.8022
2020-07-31,247141140,37.4,12.5,3.2386
2020-07-31,247141140,37.4,13.0,0.0
2020-07-31,247141140,37.4,12.8,2.3911
2020-07-31,247141140,37.4,12.4,0.5505
2020-07-31,247141010,37.4,12.4,0.0
2020-07-31,247140930,37.4,12.6,2.5749
2020-07-31,247140930,37.4,12.9,2.2361
2020-07-31,247140830,37.4,12.7,0.0
2020-07-31,247140830,37.4,12.5,2.5397
2020-07-31,247140830,37.4,12.4,0.2772
2020-07-31,247140830,37.4,12.9,0.0
2020-07-31,247140830,37.4,13.0,0.0
2020-07-31,247140830,37.4,12.8,0.0
2020-07-31,247140830,37.4,12.6,0.5472
2020-07-31,247140420,37.4,13.0,0.0
2020-07-31,247140420,37.4,12.9,0.0
2020-07-31,247140260,37.4,13.0,0.0
2020-07-31,247140260,37.4,13.1,0.3383
2020-07-31,247140170,37.4,13.1,1.7861
2020-07-31,247140160,37.4,12.7,1.1136
2020-07-31,247140160,37.4,12.6,1.2558
2020-07-31,247140160,37.4,12.8,0.0
2020-07-31,247140160,37.4,12.5,3.0088
2020-07-31,247140160,37.4,12.4,0.5625
2020-07-31,247140160,37.4,12.9,0.0
2020-07-31,247140080,37.4,12.8,0.0
2020-07-31,247140080,37.4,12.5,0.0
2020-07-31,247140080,37.4,12.3,0.0
2020-07-31,247140080,37.4,13.0,3.0216
2020-07-31,247140080,37.4,12.6,0.0
2020-07-31,247140080,37.4,12.4,0.0
2020-07-31,247140080,37.4,13.1,0.0
2020-07-31,247140080,37.4,12.7,0.0
2020-07-31,247140080,37.4,12.9,0.0
2020-07-31,247124540,37.4,13.0,0.0
2020-07-31,247121010,37.4,13.0,0.0
2020-07-31,247121010,37.4,12.9,0.0
2020-07-31,247100390,37.4,12.9,0.0
2020-07-31,247100390,37.4,13.0,0.0
2020-07-31,247081520,37.4,13.0,5.3188
