date,mmsi,lat,lon,fishing_hours
2019-07-31,247142430,36.4,12.3,2.133
2019-07-31,672701000,37.1,10.3,0.0
2019-07-31,672508000,35.1,11.6,0.0
2019-07-31,672611000,38.1,10.0,1.3169
2019-07-31,672891000,36.1,13.2,1.9611
2019-07-31,672891000,36.1,13.1,0.7805
2019-07-31,672891000,36.1,13.0,5.2394
2019-07-31,672561000,36.1,13.1,0.0
2019-07-31,247142770,37.0,12.8,0.0
2019-07-31,247142860,37.0,13.0,0.0
2019-07-31,247144920,37.0,11.6,0.0
2019-07-31,247144920,37.0,11.5,0.0
2019-07-31,247146030,37.0,12.0,0.0
2019-07-31,247146420,37.0,13.9,0.0
2019-07-31,247146970,37.0,12.5,0.0
2019-07-31,247147120,37.0,15.2,0.0
2019-07-31,247147120,37.0,15.3,0.0
2019-07-31,247152010,37.0,13.9,0.0
2019-07-31,247153450,37.0,15.3,0.0
2019-07-31,247153450,37.0,15.2,0.0
2019-07-31,247300250,37.0,15.3,0.0
2019-07-31,229000650,35.5,14.7,0.0
2019-07-31,229000650,35.5,14.8,0.0
2019-07-31,247143860,35.5,12.6,0.0
2019-07-31,247145250,35.5,13.5,0.328
2019-07-31,247145250,35.5,13.6,1.9077
2019-07-31,247145250,35.5,13.7,1.7447
2019-07-31,247146140,35.5,12.6,0.0
2019-07-31,247146610,35.5,13.7,2.4561
2019-07-31,247146610,35.5,13.6,14.8275
2019-07-31,247146610,35.5,13.3,4.5041
2019-07-31,247146610,35.5,13.4,1.658
2019-07-31,247146610,35.5,13.5,1.6561
2019-07-31,247147310,35.5,13.3,0.9894
2019-07-31,247147310,35.5,13.4,11.4036
2019-07-31,247147590,35.5,13.7,1.4972
2019-07-31,247147590,35.5,13.6,3.0666
2019-07-31,247147660,35.5,12.4,0.9861
2019-07-31,247148110,35.5,13.4,5.6
2019-07-31,247148110,35.5,13.3,0.4777
2019-07-31,247148210,35.5,13.6,0.9736
2019-07-31,247148210,35.5,13.7,8.0263
2019-07-31,247148210,35.5,13.5,1.3022
2019-07-31,247300480,35.5,12.7,1.3877
2019-07-31,247301700,35.5,13.6,4.1894
2019-07-31,247301700,35.5,13.5,14.5688
2019-07-31,247301700,35.5,13.7,10.5077
2019-07-31,247301700,35.5,13.8,1.7111
2019-07-31,247301700,35.5,13.4,0.5416
2019-07-31,247041390,37.5,13.0,0.0
2019-07-31,247041390,37.5,12.8,0.0
2019-07-31,247041390,37.5,12.9,1.0577
2019-07-31,247053670,37.5,13.0,0.0
2019-07-31,247070730,37.5,13.0,0.0
2019-07-31,247081980,37.5,13.0,0.0
2019-07-31,247083460,37.5,13.0,0.0
2019-07-31,247091160,37.5,13.0,0.0
2019-07-31,247121090,37.5,13.0,0.0
2019-07-31,247140240,37.5,13.0,0.0
2019-07-31,247140340,37.5,13.0,0.0
2019-07-31,247140740,37.5,15.1,0.0
2019-07-31,247140880,37.5,13.0,0.0
2019-07-31,247141010,37.5,11.8,0.0
2019-07-31,247141010,37.5,11.5,1.1366
2019-07-31,247141010,37.5,11.6,2.708
2019-07-31,247141010,37.5,11.7,6.0255
2019-07-31,247141250,37.5,13.0,0.0
2019-07-31,247141320,37.5,15.1,0.0
2019-07-31,247141360,37.5,13.0,0.0
2019-07-31,247141850,37.5,10.8,1.2025
2019-07-31,247141850,37.5,10.9,0.8808
2019-07-31,247142770,37.5,12.6,0.0
2019-07-31,247142860,37.5,12.6,0.0
2019-07-31,247143320,37.5,13.0,0.0
2019-07-31,247143640,37.5,11.3,0.3869
2019-07-31,247143640,37.5,11.2,0.3363
2019-07-31,247143690,37.5,13.0,0.0
2019-07-31,247144080,37.5,13.0,0.0
2019-07-31,672561000,35.7,13.5,2.6413
2019-07-31,672561000,35.7,13.6,4.1075
2019-07-31,642973000,35.7,14.1,13.5569
2019-07-31,642973000,35.7,14.2,10.7863
2019-07-31,642914000,35.7,14.0,24.2244
2019-07-31,672701000,36.7,10.3,0.0
2019-07-31,672891000,36.2,13.1,1.6713
2019-07-31,672561000,35.8,13.5,1.8669
2019-07-31,672561000,35.8,13.3,0.0
2019-07-31,672561000,35.8,13.4,6.635
2019-07-31,672701000,36.8,10.2,0.0
2019-07-31,672701000,36.8,10.4,0.0
2019-07-31,672701000,36.8,10.3,0.0
2019-07-31,672891000,35.9,13.2,1.3919
2019-07-31,672561000,35.9,13.2,1.7586
2019-07-31,672561000,35.9,13.3,0.0
2019-07-31,672524000,35.4,11.1,17.7355
2019-07-31,672701000,36.9,10.4,0.0
2019-07-31,672701000,36.9,10.3,1.6616
2019-07-31,672701000,37.0,10.3,0.9347
2019-07-31,672701000,37.0,10.2,0.0
2019-07-31,672508000,35.0,11.6,0.0
2019-07-31,672508000,35.0,11.7,0.0
2019-07-31,672891000,36.0,13.2,5.9633
2019-07-31,672891000,36.0,13.1,6.658
2019-07-31,672561000,36.0,13.2,2.1083
2019-07-31,672561000,36.0,13.1,1.7227
2019-07-31,215000770,36.0,14.6,11.0219
2019-07-31,215000770,36.0,14.5,8.37
2019-07-31,247113290,36.0,14.4,0.4327
2019-07-31,247142770,36.0,13.2,0.0
2019-07-31,247144920,36.0,12.0,0.6475
2019-07-31,247144920,36.0,12.1,3.5638
2019-07-31,247146420,36.0,14.0,0.0
2019-07-31,247146420,36.0,13.9,0.0
2019-07-31,247147140,36.0,13.1,8.058
2019-07-31,247147140,36.0,13.2,11.2083
2019-07-31,247152010,36.0,13.9,0.0
2019-07-31,247152010,36.0,14.0,0.0
2019-07-31,247153450,36.0,15.1,0.0
2019-07-31,247153450,36.0,15.2,0.0
2019-07-31,249000899,36.0,14.9,4.368
2019-07-31,249000920,36.0,14.2,0.4863
2019-07-31,249000920,36.0,14.3,0.0
2019-07-31,256000325,36.0,14.3,0.0
2019-07-31,256000325,36.0,14.4,0.0
2019-07-31,247044870,38.0,12.2,0.0
2019-07-31,247044870,38.0,12.3,1.1805
2019-07-31,247044870,38.0,12.4,0.0
2019-07-31,247080210,38.0,11.4,5.235
2019-07-31,247080210,38.0,11.6,3.0947
2019-07-31,247080210,38.0,11.5,6.2602
2019-07-31,247080670,38.0,11.5,0.5533
2019-07-31,247080670,38.0,11.4,1.7472
2019-07-31,247140080,38.0,12.3,2.0891
2019-07-31,247140080,38.0,12.4,0.0
2019-07-31,247140320,38.0,13.8,0.0
2019-07-31,247140320,38.0,13.7,0.0
2019-07-31,247140670,38.0,11.7,0.0
2019-07-31,247140670,38.0,12.0,0.0
2019-07-31,247140810,38.0,12.0,0.0
2019-07-31,247140810,38.0,11.9,4.6313
2019-07-31,247140850,38.0,12.4,1.4977
2019-07-31,247140850,38.0,12.3,1.7863
2019-07-31,247140920,38.0,12.4,0.0
2019-07-31,247140930,38.0,12.2,0.0
2019-07-31,247140930,38.0,12.4,0.0
2019-07-31,247141190,38.0,13.5,0.0
2019-07-31,247141240,38.0,12.5,0.0
2019-07-31,247141240,38.0,12.4,0.0
2019-07-31,247141550,38.0,12.1,0.0
2019-07-31,247141550,38.0,12.4,0.0
2019-07-31,247141550,38.0,12.3,0.0
2019-07-31,247141550,38.0,12.2,0.0
2019-07-31,247141690,38.0,12.3,0.0
2019-07-31,247141690,38.0,12.4,0.0
2019-07-31,247141690,38.0,12.1,0.0
2019-07-31,247141690,38.0,12.0,4.0586
2019-07-31,247141690,38.0,12.2,0.0
2019-07-31,247142130,38.0,11.9,0.0
2019-07-31,247142130,38.0,12.1,0.0
2019-07-31,247142130,38.0,11.6,0.0
2019-07-31,247142290,38.0,12.3,11.1616
2019-07-31,247142290,38.0,12.4,2.3522
2019-07-31,247142440,38.0,12.8,0.0
2019-07-31,247142450,38.0,11.6,3.7027
2019-07-31,247142450,38.0,11.5,4.0691
2019-07-31,247142450,38.0,11.4,3.9672
2019-07-31,247142610,38.0,11.5,5.4025
2019-07-31,247143050,38.0,13.6,0.0
2019-07-31,247143050,38.0,13.5,0.0
2019-07-31,247143050,38.0,13.7,0.0
2019-07-31,247143050,38.0,14.0,0.0
2019-07-31,247143050,38.0,13.8,0.0
2019-07-31,247143050,38.0,13.9,0.0
