msg_type,mmsi,ship_name,meta_lat,meta_lon,time_utc,cog,comm_state,latitude,longitude,message_id,nav_status,pos_accuracy,raim,rot,repeat_ind,sog,spare,manoeuvre_ind,timestamp,heading,user_id,is_valid
PositionReport,215777000,MINERVA MARINA      ,38.36342,15.23582,2026-03-21 12:19:42.298349354 +0000 UTC,322.3,34350,38.363418333333335,15.235823333333334,1,0,False,False,0,0,11.2,0,0,43,324,215777000,True
PositionReport,212184000,MSC BRIDGE          ,38.37767,15.46818,2026-03-21 12:19:43.569183285 +0000 UTC,74.5,67164,38.37766833333333,15.468178333333332,1,0,False,False,0,0,9.2,0,0,44,73,212184000,True
PositionReport,247149630,M/P PAPA' CARMELO  ,38.24808,15.0625,2026-03-21 12:19:43.659564127 +0000 UTC,144.9,68435,38.248075,15.062503333333332,3,7,True,True,-128,0,2.1,0,0,43,511,247149630,True
PositionReport,2470087,MILAZZO PORT INFORMR,38.21197,15.24671,2026-03-21 12:19:44.436589086 +0000 UTC,155.7,2211,38.21196666666666,15.246711666666666,1,0,False,False,-128,0,0,0,0,43,511,2470087,True
PositionReport,247447600,FERDINANDO MORACE   ,38.21845,15.24141,2026-03-21 12:19:45.119718773 +0000 UTC,100.1,79229,38.21845,15.241406666666668,3,0,False,False,0,0,0,0,0,45,312,247447600,True
PositionReport,247234700,ACRUX               ,38.21699,15.24761,2026-03-21 12:19:46.140243899 +0000 UTC,101.1,2202,38.216985,15.247608333333334,1,0,True,False,-128,0,0,0,0,45,511,247234700,True
PositionReport,247540100,LAURA SANGIOVANNI   ,38.5024,14.98262,2026-03-21 12:19:46.898882576 +0000 UTC,158.4,82669,38.50239833333333,14.982619999999999,3,0,True,False,0,0,27.5,0,0,46,155,247540100,True
PositionReport,247225900,REGINA DEI MARI,38.47762,14.96336,2026-03-21 12:19:47.419922395 +0000 UTC,360,22604,38.47762,14.963356666666666,1,0,True,True,-128,0,0,0,0,46,511,247225900,True
PositionReport,566579000,HAFNIA SUNDA        ,38.22294,15.33742,2026-03-21 12:19:50.920875604 +0000 UTC,163,84938,38.22294,15.337415,3,1,True,False,-4,0,0,0,0,58,9,566579000,True
PositionReport,247350300,EMMA M,38.01325,12.51218,2026-03-21 12:19:52.124286981 +0000 UTC,15.3,49210,38.01324833333333,12.512184999999999,1,0,False,False,0,0,0,0,0,49,352,247350300,True
PositionReport,247149630,M/P PAPA' CARMELO  ,38.24799,15.06258,2026-03-21 12:19:53.824167586 +0000 UTC,143.2,2210,38.247991666666664,15.062576666666667,1,7,True,True,-128,0,2.1,0,0,53,511,247149630,True
PositionReport,271000742,MSC HOGGAR,38.46993,15.61824,2026-03-21 12:19:54.320786062 +0000 UTC,127.7,34800,38.46993166666667,15.618238333333332,1,0,True,False,7,0,0.4,0,0,53,203,271000742,True
PositionReport,247447600,FERDINANDO MORACE   ,38.21845,15.24141,2026-03-21 12:19:55.614988663 +0000 UTC,100.1,22604,38.21845333333333,15.241408333333334,1,0,False,False,0,0,0,0,0,55,312,247447600,True
PositionReport,247447400,DANIELA MORACE      ,38.21827,15.24128,2026-03-21 12:19:59.39095102 +0000 UTC,291,49181,38.218268333333334,15.241283333333334,1,0,True,False,-128,0,0,0,0,57,511,247447400,True
PositionReport,247003800,SIMONE MARTINI      ,38.01016,12.50871,2026-03-21 12:20:04.379657376 +0000 UTC,253.4,83786,38.01015833333334,12.508708333333335,3,5,True,False,0,0,0,0,0,3,313,247003800,True
PositionReport,256338000,MINERVA OCEANIA     ,38.21128,15.26365,2026-03-21 12:20:04.987651817 +0000 UTC,40,0,38.211283333333334,15.26365,3,5,False,False,0,0,0,0,0,2,10,256338000,True
PositionReport,247415900,VITTORIO MORACE     ,37.94504,12.32082,2026-03-21 12:20:06.63548175 +0000 UTC,338.4,0,37.94503833333333,12.32082,1,0,True,False,0,0,27.5,0,0,7,344,247415900,True
PositionReport,247387500,CARMEN M,38.01329,12.5108,2026-03-21 12:20:08.941400244 +0000 UTC,4.9,81983,38.013286666666666,12.510801666666667,1,0,True,False,0,0,0,0,0,6,42,247387500,True
PositionReport,247540100,LAURA SANGIOVANNI   ,38.49909,14.98433,2026-03-21 12:20:14.806333701 +0000 UTC,158.5,81930,38.49908666666667,14.984331666666666,1,0,True,False,127,0,27.5,0,0,14,158,247540100,True
PositionReport,238481940,INKA,38.01524,12.49882,2026-03-21 12:20:18.264668493 +0000 UTC,360,22608,38.01524,12.49882,1,0,True,True,8,0,0,0,0,18,511,238481940,True
PositionReport,247041800,ANTONELLO DA MESSINA,37.96403,12.16905,2026-03-21 12:20:20.146129129 +0000 UTC,90,99054,37.96403,12.169048333333334,1,0,True,False,-128,0,12.8,0,0,19,511,247041800,True
PositionReport,247054100,BRIDGE,38.65313,15.24749,2026-03-21 12:20:20.554729968 +0000 UTC,179.9,66297,38.65312666666667,15.247486666666667,1,0,True,True,-128,0,11.3,0,0,19,511,247054100,True
PositionReport,247147390,ARISTEUS,38.33381,15.03467,2026-03-21 12:20:21.370418417 +0000 UTC,227,78723,38.33381333333333,15.03467,3,5,False,False,-128,0,5.1,0,0,11,511,247147390,True
PositionReport,636021518,MSC CALEDONIA II,38.45498,15.72274,2026-03-21 12:20:26.240583441 +0000 UTC,50.5,82000,38.45498,15.722743333333334,1,0,False,False,3,0,0.6,0,0,25,30,636021518,True
PositionReport,247147390,ARISTEUS,38.33365,15.03444,2026-03-21 12:20:31.324107 +0000 UTC,227.3,2246,38.333645000000004,15.034443333333334,1,5,False,False,-128,0,5.3,0,0,21,511,247147390,True
PositionReport,247430200,LADY MARIELLA,38.21872,15.30388,2026-03-21 12:20:31.620663505 +0000 UTC,295.6,47914,38.21871833333333,15.303883333333333,3,1,True,False,0,0,0,0,0,31,23,247430200,True
PositionReport,247141500,ECO AUGUSTA,37.09585,13.94059,2026-03-21 12:20:31.990939989 +0000 UTC,360,22608,37.09584666666667,13.940588333333332,1,3,True,True,-128,0,0,0,0,31,511,247141500,True
PositionReport,247320500,MARCO M             ,38.21706,15.24124,2026-03-21 12:20:33.441282881 +0000 UTC,196.7,99549,38.217063333333336,15.241241666666667,1,0,True,False,0,0,0,0,0,31,164,247320500,True
PositionReport,247243700,IEVOLI FAST         ,38.21127,15.2643,2026-03-21 12:20:34.094571139 +0000 UTC,177.6,84938,38.21126666666667,15.264299999999999,3,5,True,False,0,0,0,0,0,33,12,247243700,True
PositionReport,247193300,PLATONE,38.46083,14.974,2026-03-21 12:20:37.08574851 +0000 UTC,157,138960,38.46083333333333,14.974,3,5,False,False,127,0,36.4,0,0,35,150,247193300,True
PositionReport,247055200,F.LLI FAZIO         ,38.25685,15.09257,2026-03-21 12:20:40.253871138 +0000 UTC,246.9,99807,38.25685166666666,15.092565,1,3,True,False,0,0,5.1,0,0,39,240,247055200,True
PositionReport,215777000,MINERVA MARINA      ,38.36592,15.23334,2026-03-21 12:20:42.284516161 +0000 UTC,322.2,22608,38.36591833333333,15.233343333333332,1,0,False,False,0,0,11.3,0,0,43,324,215777000,True
PositionReport,247152500,MERAK               ,38.21693,15.24808,2026-03-21 12:20:42.466511289 +0000 UTC,112.9,81965,38.216930000000005,15.248075,1,0,True,False,-128,0,0,0,0,42,511,247152500,True
PositionReport,212184000,MSC BRIDGE          ,38.37836,15.47131,2026-03-21 12:20:43.557592937 +0000 UTC,74.5,49226,38.37835666666667,15.471308333333333,1,0,False,False,0,0,9.3,0,0,43,73,212184000,True
PositionReport,247193300,PLATONE,38.45967,14.9745,2026-03-21 12:20:43.748519931 +0000 UTC,162,180249,38.459666666666664,14.9745,1,5,False,False,127,0,36.5,0,0,42,155,247193300,True
PositionReport,258107000,OLYMPIC DELTA       ,38.01279,12.51926,2026-03-21 12:20:43.842651296 +0000 UTC,45,83850,38.01279,12.519263333333333,3,5,False,False,0,0,0,2,0,44,69,258107000,True
PositionReport,247225900,REGINA DEI MARI,38.47762,14.96335,2026-03-21 12:20:47.411106653 +0000 UTC,360,2199,38.477624999999996,14.963353333333334,1,0,True,True,-128,0,0.1,0,0,46,511,247225900,True
PositionReport,247434500,SIKANIA             ,38.17178,15.61457,2026-03-21 12:20:48.534953198 +0000 UTC,19.5,22608,38.17178166666667,15.614566666666667,1,0,False,False,0,0,11.6,0,0,48,190,247434500,True
PositionReport,247350300,EMMA M,38.01325,12.5122,2026-03-21 12:20:52.117734918 +0000 UTC,15.3,34718,38.01325166666666,12.512195,1,0,False,False,0,0,0,0,0,49,352,247350300,True
PositionReport,271000742,MSC HOGGAR,38.46987,15.61835,2026-03-21 12:20:54.316965493 +0000 UTC,127.6,22608,38.46986833333334,15.618353333333333,1,0,True,False,-5,0,0.3,0,0,53,203,271000742,True
PositionReport,2470087,MILAZZO PORT INFORMR,38.21197,15.24671,2026-03-21 12:20:54.501148792 +0000 UTC,152.1,2240,38.21196666666666,15.24671,1,0,False,False,-128,0,0.1,0,0,53,511,2470087,True
PositionReport,247234700,ACRUX               ,38.21699,15.2476,2026-03-21 12:20:54.653764246 +0000 UTC,101.1,22608,38.21698833333333,15.2476,1,0,True,False,-128,0,0,0,0,53,511,247234700,True
PositionReport,247447600,FERDINANDO MORACE   ,38.21846,15.24141,2026-03-21 12:20:55.605673103 +0000 UTC,322.5,2215,38.21846,15.241411666666666,1,0,False,False,0,0,0.1,0,0,55,311,247447600,True
PositionReport,247447400,DANIELA MORACE      ,38.21827,15.24128,2026-03-21 12:20:59.44018051 +0000 UTC,291,34992,38.218268333333334,15.241283333333334,1,0,True,False,-128,0,0,0,0,56,511,247447400,True
PositionReport,247000300,PIETRO NOVELLI,38.01042,12.50979,2026-03-21 12:21:00.993200518 +0000 UTC,343.2,76618,38.01042333333333,12.509784999999999,3,5,True,False,0,0,0,0,0,0,322,247000300,True
PositionReport,247149630,M/P PAPA' CARMELO  ,38.24746,15.06313,2026-03-21 12:21:02.415164299 +0000 UTC,137.5,2293,38.247458333333334,15.063133333333333,1,7,True,True,-128,0,2,0,0,2,511,247149630,True
PositionReport,247415900,VITTORIO MORACE     ,37.95223,12.31709,2026-03-21 12:21:06.027862939 +0000 UTC,335.4,98526,37.95223,12.31709,1,0,True,False,0,0,28.1,0,0,6,338,247415900,True
PositionReport,247387500,CARMEN M,38.01328,12.51079,2026-03-21 12:21:08.930804749 +0000 UTC,4.9,65868,38.013283333333334,12.510788333333332,1,0,True,False,0,0,0,0,0,6,42,247387500,True
PositionReport,249596000,CLIO                ,38.01346,12.50763,2026-03-21 12:21:13.024574772 +0000 UTC,242,84938,38.013463333333334,12.507624999999999,3,5,True,False,0,0,0,0,0,12,21,249596000,True
PositionReport,247342000,LAURANA             ,38.21637,15.24299,2026-03-21 12:21:13.793870658 +0000 UTC,198,84938,38.216368333333335,15.242989999999999,3,5,True,False,0,0,0,0,0,14,319,247342000,True
PositionReport,247540100,LAURA SANGIOVANNI   ,38.4917,14.98675,2026-03-21 12:21:14.863323331 +0000 UTC,168.6,66087,38.49170166666667,14.986748333333333,1,0,True,False,0,0,27.5,0,0,14,166,247540100,True
PositionReport,247054100,BRIDGE,38.64998,15.2475,2026-03-21 12:21:20.575131045 +0000 UTC,180.3,49183,38.64998,15.247504999999999,1,0,True,True,-128,0,11.2,0,0,19,511,247054100,True
PositionReport,238481940,INKA,38.01525,12.49881,2026-03-21 12:21:26.687866665 +0000 UTC,360,2293,38.015245,12.498813333333334,1,0,True,True,10,0,0,0,0,26,511,238481940,True
PositionReport,247147390,ARISTEUS,38.33269,15.03301,2026-03-21 12:21:31.269803744 +0000 UTC,228.7,66328,38.33269,15.033011666666665,1,5,False,False,-128,0,5.3,0,0,21,511,247147390,True
PositionReport,247320500,MARCO M             ,38.21706,15.24124,2026-03-21 12:21:33.322648532 +0000 UTC,200,81964,38.21706,15.241241666666667,1,0,True,False,0,0,0.1,0,0,30,164,247320500,True
PositionReport,247042100,HELGA,38.01361,12.50657,2026-03-21 12:21:37.603699537 +0000 UTC,5.9,79610,38.01361,12.506571666666668,3,5,True,False,-128,0,0,0,0,37,511,247042100,True
PositionReport,247055200,F.LLI FAZIO         ,38.2563,15.09088,2026-03-21 12:21:40.242495203 +0000 UTC,246.8,81940,38.25629833333333,15.090883333333332,1,3,True,False,0,0,5.1,0,0,40,240,247055200,True
PositionReport,247193300,PLATONE,38.45017,14.97533,2026-03-21 12:21:40.399287211 +0000 UTC,184,134848,38.45016666666667,14.975333333333333,3,5,False,False,127,0,36.5,0,0,39,174,247193300,True
PositionReport,215777000,MINERVA MARINA      ,38.3684,15.23089,2026-03-21 12:21:42.274242543 +0000 UTC,322.1,2207,38.368395,15.230885,1,0,False,False,0,0,11.3,0,0,43,324,215777000,True
PositionReport,247152500,MERAK               ,38.21693,15.24807,2026-03-21 12:21:42.541480598 +0000 UTC,112.9,67126,38.216928333333335,15.248071666666668,1,0,True,False,-128,0,0,0,0,41,511,247152500,True
PositionReport,212184000,MSC BRIDGE          ,38.37905,15.47449,2026-03-21 12:21:43.626122166 +0000 UTC,74.5,34396,38.37904666666667,15.474485,1,0,False,False,0,0,9.3,0,0,43,73,212184000,True
PositionReport,247193300,PLATONE,38.44967,14.97533,2026-03-21 12:21:43.821170209 +0000 UTC,183,165477,38.449666666666666,14.975333333333333,1,5,False,False,127,0,36.7,0,0,42,174,247193300,True
PositionReport,247041800,ANTONELLO DA MESSINA,37.96405,12.17587,2026-03-21 12:21:50.825244665 +0000 UTC,88.9,81930,37.96405166666667,12.175868333333334,1,0,True,False,-128,0,12.8,0,0,50,511,247041800,True
PositionReport,247350300,EMMA M,38.01323,12.5122,2026-03-21 12:21:52.103420478 +0000 UTC,15.3,22612,38.01323333333333,12.512195,1,0,False,False,0,0,0,0,0,49,352,247350300,True
PositionReport,2470087,MILAZZO PORT INFORMR,38.21197,15.24671,2026-03-21 12:21:54.232711242 +0000 UTC,157.4,67565,38.211965,15.24671,1,0,False,False,-128,0,0.1,0,0,52,511,2470087,True
PositionReport,271000742,MSC HOGGAR,38.4698,15.61848,2026-03-21 12:21:54.301379075 +0000 UTC,125.1,2253,38.46980333333333,15.618476666666668,1,0,True,False,4,0,0.3,0,0,53,202,271000742,True
PositionReport,247234700,ACRUX               ,38.21699,15.24761,2026-03-21 12:21:54.649098192 +0000 UTC,101.1,2253,38.21698666666667,15.247606666666666,1,0,True,False,-128,0,0,0,0,54,511,247234700,True
PositionReport,247041700,FILIPPO LIPPI       ,38.55627,14.87392,2026-03-21 12:21:56.620193826 +0000 UTC,99,34886,38.55626666666667,14.873916666666666,1,0,False,False,-128,0,0.8,0,0,52,511,247041700,True
PositionReport,247225900,REGINA DEI MARI,38.47762,14.96334,2026-03-21 12:21:56.785157439 +0000 UTC,360,34894,38.477623333333334,14.963343333333334,1,0,True,True,-128,0,0,0,0,56,511,247225900,True
PositionReport,636021518,MSC CALEDONIA II,38.45517,15.72297,2026-03-21 12:21:57.63599 +0000 UTC,42.8,22612,38.45516666666666,15.722968333333334,1,0,False,False,6,0,0.6,0,0,56,32,636021518,True
PositionReport,211879870,SEA-WATCH 5         ,38.01107,12.51002,2026-03-21 12:21:58.247101984 +0000 UTC,0,84554,38.011070000000004,12.510018333333333,3,5,True,False,0,0,0,0,0,58,323,211879870,True
PositionReport,247447400,DANIELA MORACE      ,38.21827,15.24129,2026-03-21 12:21:59.432415411 +0000 UTC,291,22612,38.21827333333333,15.241288333333333,1,0,True,False,-128,0,0,0,0,57,511,247447400,True
PositionReport,247141500,ECO AUGUSTA,37.09585,13.94058,2026-03-21 12:22:03.233363317 +0000 UTC,360,22616,37.09584666666667,13.940574999999999,1,3,True,True,-128,0,0,0,0,2,511,247141500,True
PositionReport,247149630,M/P PAPA' CARMELO  ,38.24699,15.06365,2026-03-21 12:22:03.523620519 +0000 UTC,135.6,114689,38.246988333333334,15.063645000000001,1,7,True,True,-128,0,2.2,0,0,3,511,247149630,True
PositionReport,247447600,FERDINANDO MORACE   ,38.21846,15.2414,2026-03-21 12:22:04.642286207 +0000 UTC,327.4,98474,38.21845666666666,15.241398333333333,1,0,True,False,0,0,0,0,0,4,312,247447600,True
PositionReport,247415900,VITTORIO MORACE     ,37.95897,12.31206,2026-03-21 12:22:06.041139209 +0000 UTC,319.7,81933,37.95897333333333,12.312054999999999,1,0,True,False,-127,0,28.5,0,0,6,317,247415900,True
PositionReport,538007646,SEA JAGUAR          ,38.2108,15.26999,2026-03-21 12:22:06.513735821 +0000 UTC,206,0,38.21080166666666,15.269993333333334,3,5,True,False,0,0,0,0,0,51,11,538007646,True
PositionReport,247387500,CARMEN M,38.01329,12.5108,2026-03-21 12:22:08.920704795 +0000 UTC,4.9,49214,38.013288333333335,12.510803333333333,1,0,True,False,0,0,0,0,0,6,42,247387500,True
PositionReport,247540100,LAURA SANGIOVANNI   ,38.4841,14.98755,2026-03-21 12:22:14.790464992 +0000 UTC,183,49162,38.48410333333334,14.987553333333333,1,0,True,False,127,0,27.5,0,0,15,186,247540100,True
PositionReport,247054100,BRIDGE,38.64682,15.24747,2026-03-21 12:22:20.58081633 +0000 UTC,181.6,33529,38.64682333333334,15.247471666666666,1,0,True,True,-128,0,11.3,0,0,19,511,247054100,True
PositionReport,247536000,MARE JONIO          ,38.01143,12.51944,2026-03-21 12:22:21.459172673 +0000 UTC,149.7,84618,38.011425,12.519436666666667,3,5,False,False,0,0,0,0,0,20,183,247536000,True
PositionReport,311015300,CHRYSANTHEMUM       ,38.23161,15.3235,2026-03-21 12:22:30.500202456 +0000 UTC,103,0,38.231611666666666,15.323498333333333,3,1,True,False,-7,0,0.3,0,0,29,20,311015300,True
PositionReport,247320500,MARCO M             ,38.21706,15.24124,2026-03-21 12:22:33.309544219 +0000 UTC,226.2,66781,38.21705833333333,15.241243333333333,1,0,True,False,0,0,0,0,0,30,163,247320500,True
PositionReport,247055200,F.LLI FAZIO         ,38.25574,15.08921,2026-03-21 12:22:40.218495471 +0000 UTC,246.6,67039,38.25574166666667,15.089213333333333,1,3,True,False,0,0,5.1,0,0,39,240,247055200,True
PositionReport,247147390,ARISTEUS,38.33152,15.03144,2026-03-21 12:22:40.895614262 +0000 UTC,226,81952,38.33152333333333,15.031436666666668,1,5,False,False,-128,0,5.3,0,0,30,511,247147390,True
PositionReport,247452900,PELLEGRON           ,38.0105,12.50832,2026-03-21 12:22:42.28612655 +0000 UTC,0,84794,38.0105,12.508316666666667,3,5,False,False,0,0,0,0,0,41,306,247452900,True
PositionReport,247152500,MERAK               ,38.21693,15.24807,2026-03-21 12:22:42.52766555 +0000 UTC,112.9,49198,38.216930000000005,15.248068333333332,1,0,True,False,-128,0,0,0,0,42,511,247152500,True
PositionReport,212184000,MSC BRIDGE          ,38.37975,15.47767,2026-03-21 12:22:43.538671214 +0000 UTC,74.4,22616,38.379745,15.477668333333334,1,0,False,False,0,0,9.3,0,0,43,73,212184000,True
PositionReport,247193300,PLATONE,38.4395,14.9745,2026-03-21 12:22:43.829123875 +0000 UTC,183,153688,38.439499999999995,14.9745,1,5,False,False,0,0,36.5,0,0,42,171,247193300,True
PositionReport,247447400,DANIELA MORACE      ,38.21827,15.24129,2026-03-21 12:22:48.930472112 +0000 UTC,291,84061,38.21827333333333,15.241286666666667,3,0,True,False,-128,0,0,0,0,46,511,247447400,True
PositionReport,247193300,PLATONE,38.43833,14.9745,2026-03-21 12:22:50.46334324 +0000 UTC,177,134976,38.43833333333334,14.9745,3,5,False,False,-127,0,36.1,0,0,49,167,247193300,True
PositionReport,247041800,ANTONELLO DA MESSINA,37.96408,12.18037,2026-03-21 12:22:50.81807544 +0000 UTC,90.4,67439,37.964085,12.180373333333334,1,0,True,False,-128,0,12.8,0,0,50,511,247041800,True
PositionReport,566579000,HAFNIA SUNDA        ,38.22293,15.33744,2026-03-21 12:22:50.892613671 +0000 UTC,163,84938,38.22293166666667,15.337435,3,1,True,False,-2,0,0,0,0,58,8,566579000,True
PositionReport,247350300,EMMA M,38.01324,12.51219,2026-03-21 12:22:52.129671744 +0000 UTC,15.3,2228,38.01324,12.512191666666666,1,0,False,False,0,0,0,0,0,49,352,247350300,True
PositionReport,215777000,MINERVA MARINA      ,38.37136,15.22796,2026-03-21 12:22:52.862096847 +0000 UTC,322.3,34746,38.371361666666665,15.227955,1,0,False,False,0,0,11.4,0,0,53,325,215777000,True
PositionReport,2470087,MILAZZO PORT INFORMR,38.21197,15.24671,2026-03-21 12:22:54.231130265 +0000 UTC,156.7,49166,38.21196666666666,15.246711666666666,1,0,False,False,-128,0,0.1,0,0,52,511,2470087,True
PositionReport,271000742,MSC HOGGAR,38.46973,15.6186,2026-03-21 12:22:54.376695881 +0000 UTC,126.9,114755,38.469726666666666,15.618603333333335,1,0,True,False,-6,0,0.3,0,0,53,201,271000742,True
PositionReport,247430200,LADY MARIELLA,38.21877,15.30389,2026-03-21 12:22:54.65815306 +0000 UTC,26.9,86458,38.21876833333333,15.303891666666667,3,1,True,False,0,0,0,0,0,54,20,247430200,True
PositionReport,247234700,ACRUX               ,38.21699,15.2476,2026-03-21 12:22:54.719991253 +0000 UTC,101.1,81972,38.216985,15.247598333333334,1,0,True,False,-128,0,0,0,0,53,511,247234700,True
PositionReport,247041700,FILIPPO LIPPI       ,38.55617,14.8737,2026-03-21 12:22:56.604122059 +0000 UTC,278,22616,38.55616666666666,14.873700000000001,1,0,False,False,-128,0,0.8,0,0,54,511,247041700,True
PositionReport,247225900,REGINA DEI MARI,38.47762,14.96336,2026-03-21 12:22:56.847423263 +0000 UTC,360,22616,38.477623333333334,14.963355,1,0,True,True,-128,0,0,0,0,56,511,247225900,True
PositionReport,247447400,DANIELA MORACE      ,38.21827,15.24129,2026-03-21 12:22:59.428153176 +0000 UTC,291,2216,38.218271666666666,15.241285,1,0,True,False,-128,0,0,0,0,57,511,247447400,True
PositionReport,247141500,ECO AUGUSTA,37.09585,13.94058,2026-03-21 12:23:03.172405065 +0000 UTC,360,6,37.09584666666667,13.940578333333333,1,3,True,True,-128,0,0,0,0,2,511,247141500,True
PositionReport,247003800,SIMONE MARTINI      ,38.01018,12.50871,2026-03-21 12:23:03.356321503 +0000 UTC,253.4,84394,38.01018166666667,12.508706666666665,3,5,True,False,0,0,0,0,0,2,313,247003800,True
PositionReport,247149630,M/P PAPA' CARMELO  ,38.24653,15.06416,2026-03-21 12:23:03.509246244 +0000 UTC,131.3,98432,38.246525,15.064161666666667,1,7,True,True,-128,0,2.2,0,0,3,511,247149630,True
PositionReport,247447600,FERDINANDO MORACE   ,38.21846,15.2414,2026-03-21 12:23:04.629224636 +0000 UTC,327.4,81960,38.21845666666666,15.241395,1,0,False,False,0,0,0,0,0,4,312,247447600,True
PositionReport,256338000,MINERVA OCEANIA     ,38.21123,15.2636,2026-03-21 12:23:04.889687973 +0000 UTC,40,0,38.21123333333333,15.2636,3,5,False,False,0,0,0,0,0,3,10,256338000,True
PositionReport,247415900,VITTORIO MORACE     ,37.96175,12.30292,2026-03-21 12:23:06.007634306 +0000 UTC,279.1,65758,37.96174666666666,12.302918333333334,1,0,True,False,0,0,29.3,0,0,5,279,247415900,True
PositionReport,247387500,CARMEN M,38.0133,12.51081,2026-03-21 12:23:08.991431598 +0000 UTC,4.9,33100,38.013295,12.510813333333335,1,0,True,False,0,0,0,0,0,6,42,247387500,True
PositionReport,247350300,EMMA M,38.01324,12.51219,2026-03-21 12:23:11.123086167 +0000 UTC,15.3,819,38.01324,12.512193333333332,3,0,False,False,0,0,0,0,0,8,352,247350300,True
PositionReport,247540100,LAURA SANGIOVANNI   ,38.47726,14.98359,2026-03-21 12:23:14.784879001 +0000 UTC,218.9,33319,38.47726333333333,14.983585,1,0,True,False,127,0,27.3,0,0,14,225,247540100,True
PositionReport,247054100,BRIDGE,38.6437,15.24747,2026-03-21 12:23:20.548314395 +0000 UTC,178.7,22620,38.643699999999995,15.247468333333334,1,0,True,True,-128,0,11.3,0,0,19,511,247054100,True
PositionReport,271000742,MSC HOGGAR,38.46969,15.61865,2026-03-21 12:23:23.575571915 +0000 UTC,126.2,27379,38.46968833333334,15.61865,3,0,True,False,-7,0,0.3,0,0,23,201,271000742,True
PositionReport,238481940,INKA,38.01525,12.49882,2026-03-21 12:23:27.848553563 +0000 UTC,360,28851,38.01525166666667,12.49882,3,0,True,True,-2,0,0,0,0,27,511,238481940,True
PositionReport,247320500,MARCO M             ,38.21705,15.24125,2026-03-21 12:23:33.307418444 +0000 UTC,201.7,49196,38.21705166666666,15.241245,1,0,True,False,0,0,0,0,0,31,163,247320500,True
PositionReport,247243700,IEVOLI FAST         ,38.21127,15.26428,2026-03-21 12:23:34.058300417 +0000 UTC,177.6,84938,38.21126666666667,15.264283333333333,3,5,True,False,0,0,0,0,0,34,12,247243700,True
PositionReport,238481940,INKA,38.01525,12.49882,2026-03-21 12:23:37.156324366 +0000 UTC,360,34158,38.01525,12.498818333333332,1,0,True,True,6,0,0,0,0,36,511,238481940,True
PositionReport,247055200,F.LLI FAZIO         ,38.25518,15.08751,2026-03-21 12:23:40.20517994 +0000 UTC,246.9,49172,38.25518,15.087511666666668,1,3,True,False,0,0,5.1,0,0,40,241,247055200,True
PositionReport,247147390,ARISTEUS,38.33055,15.03004,2026-03-21 12:23:40.892959906 +0000 UTC,229.1,66680,38.330551666666665,15.030041666666667,1,5,False,False,-128,0,5.2,0,0,30,511,247147390,True
PositionReport,247152500,MERAK               ,38.21692,15.24808,2026-03-21 12:23:42.517961367 +0000 UTC,112.9,34358,38.216923333333334,15.248078333333332,1,0,True,False,-128,0,0,0,0,41,511,247152500,True
PositionReport,212184000,MSC BRIDGE          ,38.38046,15.48085,2026-03-21 12:23:43.529279356 +0000 UTC,74.2,2280,38.380455,15.480846666666668,1,0,False,False,0,0,9.3,0,0,43,73,212184000,True
PositionReport,247193300,PLATONE,38.4295,14.97617,2026-03-21 12:23:43.800709578 +0000 UTC,171,133309,38.4295,14.976166666666668,1,5,False,False,0,0,36.2,0,0,42,163,247193300,True
PositionReport,258107000,OLYMPIC DELTA       ,38.01278,12.51928,2026-03-21 12:23:44.574626493 +0000 UTC,45,84986,38.01277666666667,12.519278333333334,3,5,False,False,0,0,0,2,0,45,69,258107000,True
PositionReport,247387500,CARMEN M,38.01329,12.51081,2026-03-21 12:23:48.160171147 +0000 UTC,4.9,2291,38.01329333333333,12.510813333333335,3,0,True,False,0,0,0,0,0,45,43,247387500,True
PositionReport,247041800,ANTONELLO DA MESSINA,37.96411,12.18488,2026-03-21 12:23:50.805003825 +0000 UTC,89,49160,37.964106666666666,12.184878333333334,1,0,True,False,-128,0,12.8,0,0,50,511,247041800,True
PositionReport,215777000,MINERVA MARINA      ,38.37388,15.22547,2026-03-21 12:23:52.842984641 +0000 UTC,322.5,22620,38.37388333333333,15.225473333333333,1,0,False,False,0,0,11.5,0,0,53,325,215777000,True
PositionReport,247193300,PLATONE,38.42783,14.97633,2026-03-21 12:23:53.686442897 +0000 UTC,176,134929,38.42783333333333,14.976333333333335,3,5,False,False,0,0,35.9,0,0,52,171,247193300,True
PositionReport,2470087,MILAZZO PORT INFORMR,38.21197,15.24671,2026-03-21 12:23:54.216285938 +0000 UTC,160.3,34797,38.211965,15.246713333333334,1,0,False,False,-128,0,0.1,0,0,52,511,2470087,True
PositionReport,271000742,MSC HOGGAR,38.46967,15.6187,2026-03-21 12:23:54.371542392 +0000 UTC,126,100339,38.46966833333333,15.618701666666668,1,0,True,False,-7,0,0.3,0,0,53,200,271000742,True
PositionReport,247234700,ACRUX               ,38.21699,15.24759,2026-03-21 12:23:54.732815116 +0000 UTC,101.1,67584,38.216985,15.247591666666667,1,0,True,False,-128,0,0,0,0,54,511,247234700,True
PositionReport,247041700,FILIPPO LIPPI       ,38.55642,14.87338,2026-03-21 12:23:56.600553703 +0000 UTC,328,2279,38.55641666666667,14.873383333333333,1,0,False,False,-128,0,1.5,0,0,53,511,247041700,True
